age,income,race,true_cost,predicted_cost
41.7136828118997,46328.92589704848,Asian,19128.228710485822,18932.398217600014
38.843517176117594,58629.446667450364,Black,21126.53961020471,25671.40905109847
36.98896304410711,49691.93224399434,Hispanic,18152.365355833208,19930.43960039299
25.214780096325725,48618.981600473446,Black,19342.63702164166,20490.125863650486
32.801557916052914,57069.27949989338,Asian,24130.23585720753,21577.62702413086
35.393612290402125,55218.58302730736,Asian,17816.178813808914,15239.563578881838
50.57122226218915,37388.862744126,Black,11967.114496306604,12552.54546059031
43.43618289568462,61812.322797807166,White,28747.919521027103,29038.961916563585
22.36959844637266,61040.73083317961,Asian,26907.270393452432,25679.0252634358
43.24083969394795,44995.49838792376,White,13538.686524471907,13820.651923696027
36.149177195836835,53166.42826749927,Asian,23448.53902622597,26625.792882313162
33.23077999694041,53952.24149026191,White,17485.126147243285,18875.931096343884
46.11676288840868,52085.39012659126,White,21317.436076655296,19035.41905714982
50.30999522495951,45597.55876923664,White,21471.12064506747,21248.102990781583
49.31280119116199,44627.01305649559,Black,18827.96099841839,17218.02803671327
31.607824767773614,49795.56743206844,White,16081.171672068018,15305.771839250896
36.907876241487855,59381.83215407492,White,16547.294738418703,15720.063407159418
43.31263431403564,54348.80123675546,White,15419.040422593787,14463.749257385776
49.75545127122359,47035.085343311155,Asian,15840.888958847776,13330.618214900986
35.2082576215471,56173.58968518676,White,19664.108549753222,19408.799186716842
38.14341023336183,27211.659034959397,Asian,16421.200054446243,15299.984780751623
28.936650259939718,59190.12560297683,White,23410.260328563098,17551.362948558562
28.037933759193294,36082.289769775205,White,27436.230776679637,31542.174825682963
48.125258223941984,47100.47246877494,Black,17099.733793149786,19277.27310158313
53.56240028570823,41042.64084299085,Asian,21197.022502676886,20444.421052826892
39.27989878419666,39642.54819423275,White,22498.42555151467,22536.063650995864
50.03532897892024,59286.61429902815,Asian,22360.011354596372,20016.702659961247
43.61636025047634,46258.39038950487,Asian,20379.776339580436,23771.222095202167
33.54880245394876,52772.03105384573,Hispanic,23713.41209179861,27507.989481344834
43.61395605508414,49624.63536896653,Black,22411.244763403287,22724.632219896335
55.38036566465969,53816.32661778497,Black,13811.68788836351,15858.7491767342
39.64173960890049,50614.57512848204,Black,24345.780321946368,24696.353879814214
55.64643655814006,39736.06220649144,Hispanic,24436.45418633371,21763.00330858185
13.802548959102555,57970.13455557712,Hispanic,16183.569479107093,15359.922741179778
48.21902504375224,46049.9473347095,Black,20189.68917723801,20453.545110781924
40.870470682381715,37547.34481072199,Hispanic,23416.644964055347,22507.54952656846
37.009926495341325,46575.0787122727,Hispanic,18953.43090210319,18516.12434723312
40.91760776535502,62006.078325074486,Hispanic,25364.89023883006,25182.09112381183
20.124310853991073,56801.77393690794,Black,31819.362473096804,31657.60547736588
37.80328112162488,47210.78292473713,Black,16070.069836825089,16174.586817820054
43.57112571511746,47205.938365452566,Black,13094.776984231125,10973.566851437923
54.77894044741516,47426.919590260935,Hispanic,21519.09297802438,20085.060679768507
34.81729781726352,66613.98386848673,Black,23607.812525630718,21038.643994230777
31.915063971068122,53055.48361785243,Hispanic,18845.668130776154,20801.299230148554
34.982429564154636,53440.333177528555,White,27266.303316605172,23055.009432924522
49.15402117702074,58242.267632254734,Hispanic,13306.971001383756,15614.151688017606
43.287511096596845,51910.31327221211,Asian,23464.593115158055,26237.291909683743
34.70239796232961,47927.66283343438,Black,16970.695896205532,16366.33472224029
45.13267433113356,48429.20120732018,Black,28596.889531036482,23390.615355381884
40.9707754934804,49427.18992468749,Asian,29962.57676584059,29239.95564190601
49.68644990532889,49702.22210792127,Hispanic,16166.71706108326,16038.348738505621
32.979469061226474,55821.03634909584,White,17252.2143204571,15231.017880599273
36.723378534022316,50415.567086458395,Asian,24297.93943489901,23267.502647282523
36.078918468678424,55861.120617724635,Asian,18064.346751052428,21124.73714877913
25.364850518678814,49354.26735913134,Hispanic,19772.94391033881,21102.798234942293
42.96120277064576,50629.08152252872,Black,20126.94210271205,18277.813873955853
42.610552721798896,34014.39452374314,Hispanic,10401.634219011718,7206.435879820853
40.05113456642461,57330.62139761985,Asian,19930.811269528815,19276.776634309274
37.65412866624853,52771.90780718394,Asian,16551.36112967913,16124.447570978255
25.84629257949586,57984.08087887722,Black,17534.38588800114,18526.78426272777
35.79354677234641,26829.956974450484,Black,27218.16001734407,26147.526592208753
36.572854834732304,66706.99763824581,Black,13717.46552860372,14740.464679327442
31.97722730778381,48883.28297475861,Hispanic,24066.025933739886,27936.334013860345
38.387142883339905,58865.462533900136,Black,18605.185348340958,20236.187393229484
44.040508568145384,41680.75258299575,Asian,18601.199157520827,18505.02214285928
58.8618590121053,54902.19124050056,Asian,23951.859480258558,23585.558538151967
41.74577812831839,41572.675494610754,White,21700.256472844452,20986.91020448471
42.57550390722764,45009.84831443356,Hispanic,22853.064986097655,25214.346811001946
39.25554084233833,65312.25083093429,White,24840.923302664305,23586.2964107617
20.812287847009586,48474.540793893226,Asian,18343.458084083388,18433.903502083354
39.73486124550783,51739.462985437785,White,16938.81632746125,17041.21213122342
40.60230209941027,56960.54184551003,Asian,14574.24736721101,13570.678981587946
64.63242112485287,53965.455103780834,White,15872.947350105223,13128.016254337022
38.076390352188774,51203.35124114861,Black,34745.472126543624,35391.42113377896
43.015473423336125,52919.6880197298,White,26223.397903683934,26101.389959973167
39.65288230294757,69227.3246819062,Black,13244.628168959895,14245.109107833034
28.313219623804677,49539.04962373132,Black,13387.71021628215,12320.509603403816
51.42822814515021,51608.79237371974,Hispanic,22409.330308592456,24850.97290621855
47.519330326867745,58405.2351680609,Black,22736.323986889834,20982.776424466145
47.910319470430466,58844.20746366387,Black,22744.419176586824,26168.499744622608
30.90612545205261,59496.24244448304,White,18725.22103223151,15229.948012574989
54.02794310936099,55109.84177623348,Asian,19372.7286999855,20242.26882909928
25.981489372077192,40855.96069815613,Hispanic,21639.397620796786,22590.258985850032
45.868570938002705,63067.45225840877,Black,20429.46503146665,18838.350895584885
61.90455625809979,40829.2368558505,Hispanic,8903.498136262324,9752.28601198435
30.094636748693116,52421.08372191226,White,18851.001847124033,21410.03918664435
34.33702270397228,43965.79319984514,Black,15742.96782869843,11309.330149990303
40.99651365087641,49486.89322725606,White,20876.05709454256,21881.54670952419
34.96524345883801,52630.099282427844,Hispanic,34926.29501301705,29939.753372356896
24.493365689338674,52570.85772360218,White,21837.408327371522,19906.078720325106
40.68562974806027,53375.36603388228,Hispanic,18432.35156913801,21690.6842989399
29.37696286273895,62909.69015246918,White,24609.00750988626,23445.443443102155
44.73592430635182,53628.27441211184,Hispanic,22413.439436046065,20065.67950722812
30.80575765766197,48046.74691767481,Asian,22100.472452259208,21704.596994289845
55.499344050175395,57712.69734630686,White,23034.252966078355,27170.065642405458
32.16746707663763,59515.76391139712,White,30282.71782414771,26619.353329735655
36.77938483794324,40179.13747890406,Asian,14345.557823370422,12242.938000091734
48.135172173696695,54779.20055879887,Asian,22368.16038405727,25363.023750416523
27.69135683566045,55609.38193848719,White,15368.094350092308,19083.499037167774
42.27459934604129,47619.491973120064,Asian,22777.56323171124,22570.700783130673
53.07142754282428,61005.65450649295,Black,15406.567442569529,12928.462037516245
23.925167654387725,48799.555303739784,Hispanic,17913.165931974578,22104.852935592895
41.84633858532304,51004.61162777234,Hispanic,18524.550428810468,21713.43521230886
42.598827942484235,48615.425405729045,Hispanic,24879.083596723547,26236.97757224801
47.8182287177731,50124.63238065174,Black,24592.272219712067,22967.46752183723
27.63049289121918,41229.79930483839,Asian,13771.413117768077,13673.354436092004
26.795433869157236,38479.592939245646,Asian,20274.670554999244,19953.95039290958
45.21941565616898,62756.04050579978,White,16452.10072625414,17113.803335485296
42.96984673233186,43224.30921345338,Asian,13707.475446623328,16609.478322886
42.504928503458764,42068.861204349545,White,18914.91474787815,20673.748830152956
43.46448209496975,32772.87909117028,Black,18457.586057720902,16302.833903751387
33.19975278421509,44888.306018483985,Hispanic,32133.582431727613,34886.57533176669
42.322536971610035,39415.281652740014,Hispanic,22164.799126803482,22791.06340682979
42.93072473298681,63136.12128109095,Hispanic,13111.912496228813,14486.044087946646
32.85648581973632,58078.53671474107,Asian,17176.129979145288,20109.211697702493
58.65774511144757,44494.79723857821,White,25106.91647714699,22883.755978119887
44.73832920911788,68019.48644275447,White,30442.213864349626,30370.5627069367
28.086965027973513,57854.12389593275,Black,12070.083438810208,11007.174336091779
46.5655360863383,47401.34893193102,Asian,10600.378074304776,7464.659223573864
30.253183297726785,30004.754281011414,Black,29354.82587685891,30048.24583206875
47.87084603742452,68327.54058072594,White,21948.07088685452,26971.183990023368
51.58595579007404,38883.42026589123,White,15658.536340618168,11978.380851606662
31.793176816482895,36836.810024344864,Hispanic,22673.145430612178,22608.584208513235
49.63376129244322,58180.56345607712,Asian,6821.261304915612,8102.347175065159
44.12780926936498,69518.01925071419,White,20016.877532985804,20263.033936298165
48.2206015999449,61074.18254808414,Hispanic,21639.105864215428,21412.849759183948
58.967929826539475,54511.27296041888,Asian,24621.350697689148,22022.917970797498
37.54611883997129,54758.03473332229,Black,14930.520238537312,15396.09372441764
32.4626383564251,56827.32447024246,Asian,20428.435807016795,18914.907852984943
31.104855703744768,56071.42871829412,Asian,15372.876869702064,10993.033459744958
31.841897150345616,52249.53139175501,White,21276.918778371586,23666.103219399047
39.228982905858956,50833.608831615005,White,15523.268388184879,17440.040027868963
43.41151974816644,49499.25497680382,Asian,17959.495804198898,18062.81775790106
42.766907993300194,43968.28328906659,White,15020.923026048855,15479.07240246026
48.27183249036024,47754.599385065805,White,23255.681209118284,25404.317234549406
40.13001891877907,36456.34548643691,White,24292.255583283328,24740.93489683949
54.53534077157317,49213.282985642,Hispanic,18826.89715021293,20634.93225973556
37.35343166762044,42091.27114279266,Hispanic,20191.18997480014,19596.22557305244
67.20169166589619,41171.28546227383,Asian,12757.04292683228,15381.010403980174
46.25667347765006,51439.15320922783,White,18501.616759966066,19143.188211831435
31.428424435837172,61136.018290756794,Hispanic,19748.976914791278,20137.080802003027
29.291075019388877,57346.532848018505,Asian,33103.965455149875,30563.843277725813
44.824724152431855,37435.99517101458,White,14440.164871129182,15014.076579732598
37.76537214674149,42082.974907437296,Black,27320.886193762188,25656.976358773285
47.14000494092092,57526.16950390573,White,24984.29386732904,23707.728414272053
44.73237624573545,42140.100851693525,White,21403.18202245068,19772.43076581844
39.271710873431275,48202.9348000238,Hispanic,28793.102420975665,26660.632557177214
31.53206281931595,54400.41679219642,Asian,21860.527363034314,26110.070169068236
24.851527753141355,42253.24436109092,Asian,21945.795978339644,24608.47410231645
35.53485047932979,50843.00404916768,Hispanic,19734.396734912272,23575.131739200795
48.56398794323472,39327.796040654364,White,26117.844412093138,23672.05437298201
42.14093744130204,45189.05884839029,Black,25482.346169054417,25624.853668876203
27.54261221288012,52558.25547314029,White,16871.613562518938,14284.598312110746
41.73180925851182,37256.05013174665,White,13403.764027006164,12012.374272612036
43.85317379728837,53523.79790368319,Black,18985.096813021715,17148.842846188567
31.16142563798867,49842.89760858655,Hispanic,15999.807178011768,18478.97519089489
41.53725105945528,54419.91963533718,Asian,19682.377126923224,18889.917770719705
40.58208718446,51791.31307251729,Hispanic,26187.190673420697,28323.94934080873
28.57029702169377,60913.123439790754,Hispanic,17713.49172456605,18921.733503743086
43.577873603482836,51001.79602118326,White,19785.883093442124,24393.160597651702
45.60784526368234,46564.755670997976,Asian,20290.113674041975,17331.225227762527
50.830512431752766,50978.38002425827,Asian,24242.154411026422,26760.62089060002
50.53802052034903,54346.3842322911,Hispanic,8765.553330076973,11058.435070878428
26.22330632042909,50390.880562605635,Black,16966.498526173516,15019.740850119448
30.621749600848773,50324.733529631056,Hispanic,21056.418461397363,23070.685134343683
45.1503526720866,44384.06649754596,Black,26000.394782134306,26672.684708186764
45.13785950912209,44696.792659592415,Asian,17540.487762468976,17085.53524256216
45.150476863060476,38779.15782560245,Hispanic,10617.23646979063,8969.365495846632
78.52731490654722,63996.61394549551,White,23098.55722983068,21660.33832693231
45.70890510693167,40049.09411686972,Hispanic,16823.188055871855,20922.812247443708
51.35565640180599,44456.758417632744,Asian,14051.666704548194,14053.032342463159
49.54001763493203,44252.74187544642,White,16878.27305143388,18442.5330544968
46.51391251305798,57159.39501555553,White,19077.37321172075,17495.574448385643
36.84730755359654,47640.40257366378,Black,16976.276677308935,15416.570784865657
47.589692204932675,59981.93658138987,White,8972.169714504655,11136.13933300454
32.27174785462428,44612.07500604905,White,24485.330984435663,21786.1785613326
37.63181393259991,52231.95329779042,Hispanic,26374.37520639361,25543.947670583068
35.14636452170897,43317.22357392194,Asian,23257.609956697528,23325.66477884199
40.81874139386323,67161.1930221871,Black,14311.571647875917,14534.316851556021
63.146585666735085,40499.212647763896,Hispanic,18992.54233026241,18634.355760230097
21.32734807408252,52478.56568181622,White,19967.39342385271,20759.032986044556
46.86260190374514,55070.21504745679,White,22993.97194780955,24379.683459445172
23.872841288103483,53310.39277961198,Black,23341.702443590402,24810.977534509064
35.280681342105666,48517.698728978336,Asian,16329.131006107522,14357.523388771868
50.889505969673664,48961.43440213259,Black,20409.977782067803,19841.66758621021
40.64280019095463,50350.491775832874,Hispanic,22286.402023076207,24675.927746830082
29.222552220706937,48823.98398697209,Black,27279.11161073383,29068.405985881574
32.84696290740032,57711.032934359275,White,23522.532699123614,20776.813796161485
46.79597748934676,67684.18401273081,Hispanic,23945.283436877595,24648.243237582
32.69633368282864,45540.06571993733,White,20419.133139646805,16462.682640897183
42.16458589581975,39041.576163367376,Asian,27052.295726017517,27146.165530138256
40.45571839903814,49293.74361318996,White,22048.813979797487,25844.34801328944
33.483996523941826,70637.67470123454,White,15694.560449132146,13798.775014594174
61.439440893253256,43570.603456242156,Black,27016.849850625953,25348.203759642787
46.33919022318011,63112.93444355254,White,23489.51636269514,25017.575925840858
19.74857413342393,63421.60651261153,Hispanic,17784.779894357587,14699.176863938295
41.86454314769428,45571.29406633604,Hispanic,17602.535163003784,16337.025103233706
33.38213535231612,54551.864633482204,Asian,21482.87772570381,22675.760000867314
48.52433334796224,63027.1729850283,Hispanic,22315.923976337923,21047.352280959116
32.07479261567299,46966.9780721001,Black,20986.46132815603,20514.521353734086
38.85263558533101,48371.357119181106,Asian,21556.543367214425,23044.914787844493
45.049872789804574,45346.55268841085,Hispanic,28499.7868728819,29342.879039955023
48.657551941701215,41881.946154457066,Black,25357.71576117443,25891.352553765235
27.997035929442237,44805.77963947194,Hispanic,20953.177956325122,20274.933397785044
36.654987641590516,40208.47786590195,Hispanic,24706.552903837415,25446.675134375328
35.25054688839044,50272.66774607381,White,14837.380482362303,14589.91512216279
33.46670767426288,43840.21415153087,Hispanic,21989.635249734045,22905.246469585614
57.65454240281097,51870.28729432598,Hispanic,29046.53174866555,28052.667698429595
44.049817109609556,37552.83483037098,Black,18909.770523038133,18544.63257427905
27.391160456649548,52647.04185771566,Black,15761.830356904575,13781.914771800548
49.17861947054776,56668.2316928714,White,16739.555557034695,16669.540337022223
61.22156197012633,34050.11485942836,Hispanic,14551.834813288058,12929.833086030369
50.32465260551147,52992.45255878058,White,16076.190459361484,13848.097559037496
24.806300340459867,59821.35193978634,Hispanic,18147.459507049854,18664.78180276063
35.15765927133749,40322.87185047036,Asian,12972.16490410679,13397.644455822112
52.669111491866225,63380.57909470163,Asian,20078.091669748017,21643.839139645163
32.92330534381219,53352.15207492836,White,24511.385868933234,23649.134729783036
44.43819428146229,44359.90515393273,White,15461.219099265398,16277.324792938909
47.74634053429337,49553.847378738355,White,27596.41961820884,28698.014762756167
30.73069528421917,54466.61530017378,Black,22553.960442637974,23443.508058301162
39.404746439382,50608.043131299295,Black,25152.902928120286,23501.595562516002
7.587326599309272,54310.047939570955,Black,16710.827230739313,17009.55419528169
29.756123586657104,42634.61125536507,White,24272.626135333077,25000.9067274424
37.4743184860684,51354.886592288625,Hispanic,14540.330498023435,14554.687431839318
27.522168180351507,38690.284024760156,Asian,24451.237504182543,20278.282187440374
56.32411303931635,49110.191509210395,White,20859.196698967655,21180.175946914616
25.698586220393672,42768.73886828168,Black,22766.256099923918,27191.3181787184
35.599555133030165,44115.76045928187,Black,14122.02697187574,13401.948434361775
41.30740577286091,59888.745401683496,White,15524.650788616977,14068.496592906335
54.412732890661154,58730.480964754155,White,22986.141091266923,23732.83821068972
25.641378488205607,54873.104967257415,Black,15258.259978878996,15883.016399812139
51.63163752154959,41261.49788261937,Hispanic,22316.031460495615,24701.501791328443
40.10233061019587,47468.73240244159,Black,13164.310967698771,10648.574655880995
30.18491348952049,59704.78159983347,Black,24240.87106333334,25703.631568483324
44.62103474263271,51133.735309119234,White,13837.383426157456,15018.227548660383
41.9905969557347,68554.63631985355,Hispanic,22761.499688397616,22477.206614516523
33.99783122841205,53146.542715154974,Black,23128.154668230003,23805.52930407338
40.69802084990019,51536.39293192025,Black,16516.140907852125,18575.05587104884
36.1468640313824,47527.06828637999,Asian,22910.132835423636,24654.763595480537
41.13517345251248,51068.32723825826,White,21302.21131666778,19016.172692520326
46.62130674521047,48780.24130895565,Asian,17305.790719036308,18946.107092547278
55.86016816145352,55664.86941350872,Asian,14957.22657961896,14827.849369553924
27.62184501173151,57653.618534356676,Black,10186.871541637105,10332.619737668136
61.330333746562665,43712.0843159364,White,21748.25023649847,21894.644218501857
20.479122004774982,39350.136371537774,Hispanic,12175.986143189724,11875.500165593205
38.482149049644164,35310.35701517363,Black,20476.72099720654,22860.13599142067
45.883172064845766,54063.93061530035,Hispanic,18682.758919588756,18515.322999890333
42.809918677350325,41173.067150609015,Hispanic,23395.713877190978,21156.62162042464
33.77300480179406,32776.87525638014,White,18489.77250255068,17702.712790611222
37.918777496427246,53108.62883624771,Asian,18352.761068264543,18710.150501885495
35.06999065341167,69943.99613946232,White,23659.353521441477,26117.783090035577
34.106352430557884,49951.432707680855,Hispanic,21675.290145420586,22881.479515318253
48.496020970210246,56707.92619561314,Black,21580.779785913892,19879.709228419804
43.57015485965047,50654.63486838052,Hispanic,22346.33794904263,27316.717782400414
33.070904047393455,49208.88277447086,Black,12322.13938396447,12851.690005920429
48.995998754332504,57352.61186390215,Black,23783.94339993491,26334.724875932938
43.072995208766095,47677.80364649079,White,23062.34397006801,22758.91510291355
48.1286211883896,52139.13851257522,Hispanic,14916.584357117514,15983.302846528411
46.29628841923612,52573.58244956811,Asian,18779.597631628993,20458.534640665803
31.710049890779278,44655.27637085561,Hispanic,19803.463561861845,22239.85298537036
34.39818959803031,57936.338796292184,Hispanic,19327.516077991335,21442.252688747783
47.472936051232615,48600.32194643673,Asian,21669.299832842673,23413.69383298863
46.10370265433465,43954.038724057245,White,27156.833909155917,26526.6604467677
39.79098406035852,54292.07874856323,Hispanic,25408.833638364144,24265.34155445202
41.17327383308782,42812.2561456717,Hispanic,13438.90403284297,14104.119053491364
52.77664895788425,50225.44925895303,Black,23110.349951530243,24976.60609621238
34.0842861116417,49927.04802684637,Hispanic,26644.66659767705,26199.225196123836
45.470973811700375,58687.164526652625,Asian,21934.042603446014,24064.386534874786
37.97807347566106,53797.585863039625,Black,25454.902125929835,28360.135616902193
37.8231879677278,49799.78433003885,White,30061.352228503827,28228.710390356988
50.9877685198719,56542.130393602296,Black,25118.547730534905,23444.706322942344
48.2541634898803,61121.66039213851,Asian,21246.542978208643,20965.79286039797
48.135096360006386,54462.482450814896,Asian,25225.442370423767,25840.66770680216
53.05478807154329,50082.82095874705,Black,20724.439165484455,19675.305137950352
40.21003841632759,39505.31014119872,White,20119.515216424777,22823.920574159067
46.81952971294964,41479.09069539702,Black,18242.92882143134,19091.06254446824
36.89733243406544,47558.20236516266,White,27817.066794160542,27895.96089064202
43.24166352488442,45123.90238272573,Black,15907.856670289993,13036.037622552938
38.698569456323156,48504.229576116435,Asian,27661.83862339058,25030.206990535567
40.96995964992718,50453.199399176854,Hispanic,22499.32061870186,23061.33911926547
45.95157025436914,54237.54203485385,Hispanic,13003.469125990292,8738.27787368062
31.817793167665275,49436.00977552727,White,21838.24646495711,23863.521284245253
60.92387275685461,53892.013150609615,White,9499.86746174188,9183.55977299724
29.93982618500298,50515.79531848096,White,23127.54008415518,29613.726023344643
27.85811387212268,34196.26746916903,Asian,24426.157414944955,29041.989916177175
51.581108735000676,42485.31684944997,Black,17038.22022173973,16675.322083244697
47.91662693962936,48847.29955422707,Asian,20617.738479777912,20405.064474715284
46.24119817052155,40322.44205727114,Hispanic,29770.78716875143,31761.95019675549
46.2834550926428,54799.429839969634,White,17471.266478690315,20877.61169852639
39.87753227153085,62246.00665874958,Black,14705.462064716998,11429.403949844964
31.027456285141685,59750.09481357853,Hispanic,27408.317012312993,23835.566081603618
40.75804558193726,48292.45703255833,Hispanic,29812.935952653974,28568.86634154521
33.22838288487888,61925.80909479962,Hispanic,20018.478359239238,21183.953525586967
49.75119733417751,51189.33965761689,Asian,25057.315177041783,26051.062358056977
38.52942618497861,47303.31223105569,White,26707.379577654407,28846.922487622105
31.745028032074885,45092.77869167248,Hispanic,16287.57883730808,13888.183780577463
36.78614158347007,47580.242508094976,White,17573.470823160656,12941.183097222904
44.12931454275624,46894.58545167017,Asian,26154.372565773676,27870.400956377965
34.36275447196025,51363.3297790039,Hispanic,28425.071393542545,26768.678847612075
31.777796044335687,51284.591848398915,Asian,22814.404300871774,18777.428572094497
42.436872114919126,50024.368161227314,Asian,15600.928232489729,15891.055724408492
42.44966571108723,53495.5053579708,White,29935.305558497206,31521.65693493456
34.9305682462887,59525.17019829073,Hispanic,17345.14551094018,17101.031246697625
35.289616943816775,57596.43308353059,Asian,18324.31109414274,17408.61432177776
42.32049937357636,38120.81625240077,Hispanic,21711.689172448107,21392.964708156294
25.519156585026757,29568.630920784362,White,27770.80210357387,27029.636578772304
25.925362256234447,57474.55928991419,Asian,24269.879882761117,21573.785658880784
32.81555778747564,39064.97041267663,White,22074.327501809552,20644.966147828687
37.86552848288153,48201.876784858534,Hispanic,22316.442650590532,23359.00246061816
43.10907565598005,40639.09579152512,Hispanic,20217.57334321733,20860.930425970328
54.753562169495524,35584.156499359844,White,22790.69757259253,23126.81718452617
48.576596232020194,54331.7018256383,Black,7352.199611528486,5361.9026478217265
38.40061470036573,56073.24128242118,Asian,18516.962704651007,18153.956380379674
39.80983792097311,45387.91679418625,Hispanic,21206.609674583906,16852.479581698197
29.97470635362191,29271.66166284072,Hispanic,14244.929581902465,14601.882909673244
39.8148686400761,45630.04441398014,Asian,21931.6165890578,24789.332004684937
37.11341361079862,53134.432043220375,White,18977.643895069392,16029.37963098518
43.227185603380896,38168.70744980697,White,28777.378491577452,27605.52314494194
31.72769056447677,51466.879358233244,White,27865.098626074283,28523.31218349454
45.193465142411725,49877.52120661604,Black,17670.972154409184,20176.65742326415
55.32738913002578,54634.33199680871,Black,19245.811442166523,18349.362209566225
38.91239851543143,50956.64294731322,Hispanic,19630.26217195804,18245.761513426245
44.01711722098941,42215.44847294756,White,17741.702619201886,13803.856334369719
46.90143991711113,59572.572013315934,Asian,20975.124920140635,21182.001178756847
35.987795281141636,48731.76341578424,Hispanic,16208.58965556205,20292.741735849537
42.24092481810417,49781.56368392055,Asian,14346.923325312368,14901.64024924172
40.12592400781795,42533.85632741443,Hispanic,23113.556119501343,23068.998161133917
40.97676098548832,46453.74199046792,Black,23147.647921109055,23791.812542643027
32.26990216144534,42921.578287784796,Hispanic,15978.42120170004,15956.237193802835
40.245101742589426,48616.43152061262,Black,24476.777153812996,22850.748409292737
44.979982912454496,63693.66784113875,Hispanic,16842.111354173343,18488.671185528754
54.51143607795042,39024.79085654915,White,21265.826190189906,21717.349236413414
49.59270826085207,37091.50881698607,Asian,24101.72006306228,24136.946566929593
61.531824575115564,61769.362619948864,White,19831.937176481435,17881.205121924933
32.326524371119504,48325.41058278507,Hispanic,22273.70456070567,24880.72042457519
48.723206367206785,44647.41809072067,Hispanic,17417.85178056214,18747.25727122836
41.83342005738352,58319.23749916861,Hispanic,19017.667082859512,17911.825408124907
61.89802933217672,45155.07568210509,Black,18970.702845598298,20974.352552962173
31.917017146448487,64608.07770837549,Asian,16267.108267298805,15271.966590528391
31.60278157819224,55423.40697071415,Asian,19116.12918442109,17552.122199399015
34.00607354555978,46096.70873483438,Hispanic,12256.908505681266,10737.502270720692
18.76104275690193,67258.46570612403,Hispanic,17544.231264289476,14002.094158113294
34.74244978319239,45154.28061597329,Black,18575.622533151647,19518.70729398806
32.40867338446302,55936.76297607445,White,18719.1012375231,15056.8114808464
41.50393786476208,52394.34064325193,White,18792.512770646106,16335.625108114582
43.41755975777159,60413.93031519039,Asian,19691.179000699354,15540.002982542288
58.761708392158866,62492.089573814825,Black,22397.20759043032,22225.068204848532
49.5042383818605,50256.033192526134,Hispanic,24372.585370662615,24071.94445011887
34.23096344337597,43972.65703723053,Asian,16751.173865758665,16097.781439385937
